740	500	?	96	6.7
730	300	3	88	7
770	610	4.5	115	9.14
800	620	3	94	7.1
750	520	3	101	6.72
?	?	?	?	?
780	560	4.5	115	8.32
750	600	3.5	?	?
800	485	?	101	7.97
750	370	3	96	7.46
?	?	?	?	?
760	340	3	86	?
?	?	?	104	7.6
?	?	?	107	8.85
760	440	3	?	8.03
?	?	?	?	?
800	370	3.5	90	8.37
?	?	?	?	?
800	500	3	104	6
?	?	?	?	8.6
800	620	3.5	109	8.48
?	?	?	?	?
800	450	3.5	109	8.97
?	?	3	98	8.11
770	450	?	?	8.84
720	435	3	?	7.573
?	?	?	?	8.4
650	480	3	90	7.5
760	470	3	109	7.54
740	465	4	?	6
760	360	2.5	?	8.15
780	420	?	?	7.06
?	?	?	?	7.942
770	590	4.5	101	5.5
?	?	?	?	6.78
?	?	?	?	8.1
800	670	4.5	?	8.51
750	435	3	108	?
770	340	3	?	6.2
800	530	4.5	114	8.26
660	470	3	?	8.1
?	?	?	?	7.8
800	620	3.5	?	6.8
790	575	?	?	9.31
800	420	3.5	95	8.26
?	?	?	?	?
760	470	3	?	6.3
800	620	3.5	?	?
720	420	3	100	9.19
?	?	?	?	8.7
780	485	3	102	9.3
800	670	4	117	9.07
?	?	?	?	8.37
800	800	4	110	9.35
800	320	4	76	8.1
705	485	4	106	8.4
800	545	3	105	8.04
790	450	4	103	8.3
?	?	?	?	?
800	560	3.5	99	?
630	485	3.5	92	6.968
780	560	5	?	9.39
730	290	2.5	?	6.47
750	465	4	?	8.91
740	360	3	80	7.5
730	420	3	89	8
?	?	?	?	6.95
740	530	4.5	110	5.6
750	410	4	100	7.872
?	?	?	?	4
710	490	3	83	?
690	330	2.5	87	7.05
?	?	?	91	?
800	575	?	112	8.1
720	420	4	109	7.058
800	500	3	103	?
705	340	?	100	8.8
760	370	3.5	105	9.46
760	580	4	117	6
700	400	2.5	84	8.24
760	410	3.5	?	7.4722
800	500	4	?	9.2
760	310	3	92	7.96
780	510	3	103	?
800	680	?	106	9.06
760	410	?	102	6.46
?	?	?	?	?
770	420	2.5	92	7.831
